"x","y","wl"
28.3821675353695,40.1414253442969,-56.7974921599092
28.3824025353695,40.1414253442969,-58.1032830461215
28.3826375353695,40.1414253442969,-58.3293853415501
28.3828725353695,40.1414253442969,-56.4835570841451
28.3831075353695,40.1414253442969,-54.4319378785775
28.3833425353695,40.1414253442969,-52.454568756429
28.3835775353695,40.1414253442969,-51.0429072454589
28.3838125353695,40.1414253442969,-49.7773869965835
28.3821675353695,40.1412453442969,-56.8139090572188
28.3824025353695,40.1412453442969,-58.1289033965719
28.3826375353695,40.1412453442969,-59.2862532347322
28.3828725353695,40.1412453442969,-58.3486091839505
28.3831075353695,40.1412453442969,-55.0903503927052
28.3833425353695,40.1412453442969,-51.9344324900001
28.3835775353695,40.1412453442969,-50.2093448315243
28.3838125353695,40.1412453442969,-49.2873002271351
28.3840475353695,40.1412453442969,-48.8789515852202
28.3821675353695,40.1410653442969,-57.0034671896362
28.3824025353695,40.1410653442969,-59.2576865592471
28.3826375353695,40.1410653442969,-62.1467830782649
28.3828725353695,40.1410653442969,-61.1926069528839
28.3831075353695,40.1410653442969,-55.2674741689941
28.3833425353695,40.1410653442969,-50.4053965660226
28.3835775353695,40.1410653442969,-48.7914143380169
28.3838125353695,40.1410653442969,-48.1206391793426
28.3840475353695,40.1410653442969,-48.0086829060488
28.3821675353695,40.1408853442969,-57.1485575163473
28.3824025353695,40.1408853442969,-58.0405090395603
28.3826375353695,40.1408853442969,-60.2905870550804
28.3828725353695,40.1408853442969,-58.8139878610252
28.3831075353695,40.1408853442969,-52.8187300335522
28.3833425353695,40.1408853442969,-48.498236423396
28.3835775353695,40.1408853442969,-47.1921023921978
28.3838125353695,40.1408853442969,-46.4180520224659
28.3840475353695,40.1408853442969,-46.3276075852547
28.3821675353695,40.1407053442969,-55.1480116663966
28.3824025353695,40.1407053442969,-54.1210712883186
28.3826375353695,40.1407053442969,-52.5034231351134
28.3828725353695,40.1407053442969,-50.065768935739
28.3831075353695,40.1407053442969,-47.9124360081493
28.3833425353695,40.1407053442969,-46.2289159740332
28.3835775353695,40.1407053442969,-44.8360683297954
28.3838125353695,40.1407053442969,-43.7230057757235
28.3840475353695,40.1407053442969,-43.7228338175944
28.3821675353695,40.1405253442969,-53.5229788980165
28.3824025353695,40.1405253442969,-51.727827041878
28.3826375353695,40.1405253442969,-46.6855763475119
28.3828725353695,40.1405253442969,-42.6821397912417
28.3831075353695,40.1405253442969,-43.4993823888464
28.3833425353695,40.1405253442969,-43.5926713245588
28.3835775353695,40.1405253442969,-41.5208520667796
28.3838125353695,40.1405253442969,-39.7966678126945
28.3840475353695,40.1405253442969,-38.2879487502821
28.3819325353695,40.1403453442969,-53.7306198603164
28.3821675353695,40.1403453442969,-54.7805429314956
28.3824025353695,40.1403453442969,-54.7684669568777
28.3826375353695,40.1403453442969,-51.4462449371341
28.3828725353695,40.1403453442969,-48.1635044492101
28.3831075353695,40.1403453442969,-47.790790482438
28.3833425353695,40.1403453442969,-45.1338294879871
28.3835775353695,40.1403453442969,-39.0021657530275
28.3838125353695,40.1403453442969,-34.4407140145336
28.3840475353695,40.1403453442969,-34.1115555512857
