"x","y","wl"
28.3821675353695,40.1414253442969,20.9196981387616
28.3824025353695,40.1414253442969,19.6947618328566
28.3826375353695,40.1414253442969,19.5013930334319
28.3828725353695,40.1414253442969,21.1894114406913
28.3831075353695,40.1414253442969,23.0114400233512
28.3833425353695,40.1414253442969,24.724253871983
28.3835775353695,40.1414253442969,25.9198645801914
28.3838125353695,40.1414253442969,26.8330774525328
28.3821675353695,40.1412453442969,20.9037941993789
28.3824025353695,40.1412453442969,19.6714262773187
28.3826375353695,40.1412453442969,18.6226209180934
28.3828725353695,40.1412453442969,19.4805165585191
28.3831075353695,40.1412453442969,22.3950791787289
28.3833425353695,40.1412453442969,25.1046756076821
28.3835775353695,40.1412453442969,26.453976279628
28.3838125353695,40.1412453442969,27.1033019705556
28.3840475353695,40.1412453442969,27.3780758903912
28.3821675353695,40.1410653442969,20.6800155048211
28.3824025353695,40.1410653442969,18.5600221642927
28.3826375353695,40.1410653442969,15.9808946569087
28.3828725353695,40.1410653442969,16.8690687891463
28.3831075353695,40.1410653442969,22.1889297100976
28.3833425353695,40.1410653442969,26.3389089557056
28.3835775353695,40.1410653442969,27.4070365799706
28.3838125353695,40.1410653442969,27.7324905328627
28.3840475353695,40.1410653442969,27.8241576089699
28.3821675353695,40.1408853442969,20.2726584027278
28.3824025353695,40.1408853442969,19.4297568822501
28.3826375353695,40.1408853442969,17.4520409200776
28.3828725353695,40.1408853442969,18.7485566983394
28.3831075353695,40.1408853442969,23.9846318290703
28.3833425353695,40.1408853442969,27.5518128098135
28.3835775353695,40.1408853442969,28.2519672595171
28.3838125353695,40.1408853442969,28.5843928224639
28.3840475353695,40.1408853442969,28.6766143311346
28.3821675353695,40.1407053442969,21.7005260531335
28.3824025353695,40.1407053442969,22.3755838353346
28.3826375353695,40.1407053442969,23.4636029605487
28.3828725353695,40.1407053442969,25.3337282790984
28.3831075353695,40.1407053442969,27.228926401803
28.3833425353695,40.1407053442969,28.6718885301441
28.3835775353695,40.1407053442969,29.4700714998489
28.3838125353695,40.1407053442969,29.9904417286307
28.3840475353695,40.1407053442969,30.0284228121165
28.3821675353695,40.1405253442969,22.7713025118509
28.3824025353695,40.1405253442969,23.9952284127038
28.3826375353695,40.1405253442969,27.7242303161852
28.3828725353695,40.1405253442969,30.7585818250212
28.3831075353695,40.1405253442969,30.2524336058002
28.3833425353695,40.1405253442969,30.2656254848581
28.3835775353695,40.1405253442969,31.3250649621124
28.3838125353695,40.1405253442969,32.1020733938688
28.3840475353695,40.1405253442969,33.1896251916753
28.3819325353695,40.1403453442969,22.4897530353596
28.3821675353695,40.1403453442969,21.5526693722864
28.3824025353695,40.1403453442969,21.3561180090065
28.3826375353695,40.1403453442969,23.6937200670949
28.3828725353695,40.1403453442969,26.0608777032874
28.3831075353695,40.1403453442969,26.3916492212515
28.3833425353695,40.1403453442969,28.4027189188268
28.3835775353695,40.1403453442969,32.4550974374783
28.3838125353695,40.1403453442969,35.479012412347
28.3840475353695,40.1403453442969,35.9293762077876
28.3842825353695,40.1403453442969,35.0936640642456
28.3824025353695,40.1401653442969,16.4632054668935
28.3826375353695,40.1401653442969,8.47958496228389
28.3828725353695,40.1401653442969,4.35673357225279
28.3831075353695,40.1401653442969,10.2909948670794
28.3833425353695,40.1401653442969,21.9835951546911
28.3835775353695,40.1401653442969,31.5295528596564
28.3838125353695,40.1401653442969,36.4994297221024
28.3840475353695,40.1401653442969,36.714571174955
28.3842825353695,40.1401653442969,35.9367674804149
28.3824025353695,40.1399853442969,6.41483411616252
28.3826375353695,40.1399853442969,-2.55536819237844
28.3828725353695,40.1399853442969,-11.1352637882393
28.3831075353695,40.1399853442969,-2.15654130867749
28.3833425353695,40.1399853442969,15.9073112633332
28.3835775353695,40.1399853442969,28.1694783755773
28.3838125353695,40.1399853442969,33.8660845411348
28.3840475353695,40.1399853442969,35.3333558255211
28.3842825353695,40.1399853442969,35.5181801201896
28.3824025353695,40.1398053442969,6.43295949743252
28.3826375353695,40.1398053442969,2.90903887180794
28.3828725353695,40.1398053442969,-1.2130914426203
28.3831075353695,40.1398053442969,5.21005547533799
28.3833425353695,40.1398053442969,18.1123421063955
28.3835775353695,40.1398053442969,28.1055507924961
28.3838125353695,40.1398053442969,33.4618439450297
28.3840475353695,40.1398053442969,35.7864467224119
28.3842825353695,40.1398053442969,36.1144531961876
28.3824025353695,40.1396253442969,12.3654504910317
28.3826375353695,40.1396253442969,12.9804077880701
28.3828725353695,40.1396253442969,13.2893686408047
28.3831075353695,40.1396253442969,18.2152839043794
28.3833425353695,40.1396253442969,26.5183917627418
28.3835775353695,40.1396253442969,33.9510076466059
28.3838125353695,40.1396253442969,38.4418296739966
28.3840475353695,40.1396253442969,40.2830300993589
28.3842825353695,40.1396253442969,42.2217551811461
28.3819325353695,40.1394453442969,21.301909581903
28.3821675353695,40.1394453442969,19.7098418589015
28.3824025353695,40.1394453442969,18.3526368294815
28.3826375353695,40.1394453442969,18.5657198713605
28.3828725353695,40.1394453442969,21.9166726511029
